,userId,songId,rating
2606,Tdv7HZa4Hyjm-X0MtNmeag,KskYqH1Bi7Z_61pH6Om8pg,4.0
2634,TprC8sujz8MkwuomrqUSiw,sqRX-XLlhx4rs2c1TpBf8A,5.0
2655,U4INQZOPSUaj8hMjLlZ3KA,BjH8Xepc10i6OhCDQdX6og,3.0
2695,UHHraFRu5NKvZqIHp2O02w,KskYqH1Bi7Z_61pH6Om8pg,5.0
2715,UL5K2rnSYIPD1LcqPgbmDQ,vx4YAA02Qz6khRD1fZ1MFA,3.0
2736,UYcmGbelzRa0Q6JqzLoguw,LNGBEEelQx4zbfWnlc66cw,4.0
2800,VacS9fgNkuZ3gDqDHViKuw,zcScEL0WEdFkROcnz5379g,5.0
2826,WM7MFrRP-7YFuGBAJ6quRQ,KskYqH1Bi7Z_61pH6Om8pg,5.0
2868,XXKjsdglgwSs9kWtK6ZWUQ,LNGBEEelQx4zbfWnlc66cw,4.0
2893,Xb4aKpOlHkp9dmgTa__Q4g,GTR39A2jwNIS_NV8q2r_JA,4.0
2913,Y0qhtu7hHefyYctCLpExTA,5zDP3Y2hdh6GJL9DVbQ2KA,5.0
2933,YE54kKTuqJJPNYWIKIpOEQ,9km51KaQujxsSgdaG9gYSw,4.0
2959,YIMeEHUYm69m-Mqf-NjPHw,3Gt3xskppi9jZuTrwrhLNg,4.0
2979,YMgZqBUAddmFErxLtCfK_w,6xgcHeLad-VaoTIQewK84A,4.0
3022,YwaKGmRNnSa3R3N4Hf9jLw,LNGBEEelQx4zbfWnlc66cw,4.0
3045,ZmKGF8ZZUo16g2ISrz4ahw,jfmyj519pg2flxGEQ2xdPg,4.0
3065,ZsUSGU1-L1ImomLZjXxxTg,sqRX-XLlhx4rs2c1TpBf8A,3.0
3100,ZyGrNTbnab8N3kmesYaQBQ,UAMTM6LMA2on079oBMFBPQ,4.0
3124,_7PfR6Tvh2xTbiVi1GELoQ,q-zZgXKAQFLEgMp9ZNllgQ,4.0
3162,_VMGbmIeK71rQGwOBWt_Kg,ugLqbAvBdRDc-gS4hpslXw,5.0
3196,a48HhwcmjFLApZhiax41IA,UNI1agsPX2k3eJSJVB91nw,5.0
3216,aQJtyvmZg3kCd-tfZ6PLeg,4ugJ4F8jDJ9-2dEiZ47wLg,3.0
3238,aWXGwath_dSGPwNdFiy9BQ,LNGBEEelQx4zbfWnlc66cw,5.0
3276,alr2xk5KBJXHd6zVuEqdDg,Q5olb1x6FGk2oLAlc9p5Lg,5.0
3298,aq7PsU-EerT2gSPsBc_FCw,VG0nWxGsPixYLsyi49gyxQ,3.0
3343,bLbSNkLggFnqwNNzzq-Ijw,m_CqRpEZ2XDH3fp-KFAycQ,4.0
3463,bnKo6L4MgcUbLZH7fmnkrA,VGWEpMEkzQopS5lUNd06Sw,2.0
3486,byV70bKT87SHgN0uRtow6w,uwBJlA27pNywYTlPBiSqVw,4.0
3510,cafRiSVWRXlxDEK2YNrJ6g,5TY6bUT3bbl9aHItiIXXqw,3.0
3533,dXIO-WFQJ8pwQ5M2STewZA,LNGBEEelQx4zbfWnlc66cw,4.0
3557,dwmciE9bB4Naug5SvM8KZA,MNaPOkqm2vKeNG8EqkZWCg,5.0
3577,eOIMO2wT_WbNqmavhnCRxw,FNe5PPA9pyj8FjcDefCBpg,4.0
3601,eZZyuJDouIg4p-GYB3PV_A,T5iVkzBXvG5cG6de_TMquw,4.0
3640,erJ1HQwavgZx4996SMIxrA,VG0nWxGsPixYLsyi49gyxQ,5.0
3669,f1jxV8xQ-R7mI4Uw8O4Q7w,I-5qHCVwT7k_KH67-YOx3A,4.0
3689,fTt_rcnc-nNpjWaDrbvEow,u3nwislXMKKwkpHAXAArbQ,5.0
3709,fVILhIglx6RNOXQba5t4kQ,bgXb5YYzQvHXmM8owZB4fQ,5.0
3738,fgkJ6KUlrmbKyLDQervxsw,fHM09_y3QX3n4a_bIFbk_w,3.0
3762,fiA6ztHPONUkmX6yKIXyHg,uHUcYpGlcdlu5m7oiZGY6w,3.0
3784,fiGqQ7pIGKyZ9G0RqWLMpg,sSmt7JFTDNCcK1KfMVO2hw,4.0
3820,gmYU_SLgpWgafgSejWdzTg,tQifTiY-vutj8orxcMJKfQ,5.0
3841,h0CvRLRx8grsteP6qYTdnw,41b2SLmjLcxTGLVRxASiDA,5.0
3862,h9RUaaHa5kcQKqtJ-sgS0Q,-3zffZUHoY8bQjGfPSoBKQ,3.0
3891,hLdd68fn1VP1s7BAZElNhQ,HxfrVqxnsFI7MByNI7QINg,4.0
3911,hZfzVrhsCQ9JDAb2jYoJNQ,5-fpVbhoZcuSWatzof5YIg,5.0
3948,iSC96O2NjQc3JExGUHQG0Q,jfmyj519pg2flxGEQ2xdPg,5.0
3978,jUZW1alRK8QvdZ-pH1OquQ,auTNigMttjBBTj1MNxOeFQ,4.0
4001,ju5QIg3E6QbcZhtG-gF6Qw,9sbXPpRC_wDhCsp7qG2PDw,4.0
4021,k4M43lXJuQMpQW65DTqzIQ,ugLqbAvBdRDc-gS4hpslXw,4.0
4044,keBv05MsMFBd0Hu98vXThQ,q-zZgXKAQFLEgMp9ZNllgQ,5.0
4077,kmE8w5Y785eZmodsx0V6Ag,ZIUs7gncPOX0OXr1ZYviAQ,4.0
4115,kqNJHycpOMbTLeEpGY5OnA,NSgSagwajv26iS8zUKs2EQ,1.0
4137,ksYpOznbD-22wYpTiacHwA,vx4YAA02Qz6khRD1fZ1MFA,4.0
4159,kzRq4H_nSf4b3F_sdymWSw,7qFtiPg0gdbk911_mj6LoA,2.0
4179,lQBZo8_mm80dbwI5bo5c_w,0_mJttUgHIzC-NO18gcgBA,5.0
4217,lQCY0csLfjdDn6cdVq43UA,ugLqbAvBdRDc-gS4hpslXw,4.0
4239,leyNDNVu09Ldbg5ujPWMhQ,oi3FWENKZ5y_bDCpEb8yOw,5.0
4260,m-BZLIIh5PCAKnzH0qj_0Q,LPnGdeEJyMMO02e02PqZBA,3.0
4283,n00anwqzOaR52zgMRaZLVQ,XhUec_6-kgPy1_ZYUrzvPQ,4.0
4305,n86B7IkbU20AkxlFX_5aew,m_CqRpEZ2XDH3fp-KFAycQ,4.0
4364,o4tYl3Hz0oDfpNn4k02DCw,OPxWcHK96_cbmiF7legDnA,4.0
4392,o68A_3bAJTge-ioGXHdxKA,eBxQzBFLEPwRCxuiL50SQA,5.0
4424,oeAhRa8yFa9jtrhaHnOyxQ,UNI1agsPX2k3eJSJVB91nw,4.0
4473,owlUazXSDLaxlOV7z8181g,5zDP3Y2hdh6GJL9DVbQ2KA,4.0
4509,pZ6P_1V-bTSoYG1fg1TXzw,ugLqbAvBdRDc-gS4hpslXw,4.0
4530,pxzs-Dy2hXTis-PuNCV37Q,01Ov9eDxKRY5k6ImMdiWLQ,4.0
4552,qPVtjjp8sNQ32p9860SR9Q,zcScEL0WEdFkROcnz5379g,4.0
4585,qewG3X2O4X6JKskxyyqFwQ,KskYqH1Bi7Z_61pH6Om8pg,3.0
4616,qnoXQsDOTOFwJEYXSCnHEQ,41b2SLmjLcxTGLVRxASiDA,5.0
4637,quDu_Z0-i9TCYvdHRnULEw,rTS8LsUmNIiXsXydE49tPA,4.0
4657,r0j4IpUbcdC1-HfoMYae4w,stK7zVTmMar1ThpzT0Wjvg,5.0
4677,r2R9t9_0Je8wP-wh4-xM3w,GI-CAiZ_Gg3h21PwrANB4Q,3.0
4697,rHgT6lBbZ2PaHt0UWfTMtw,m_CqRpEZ2XDH3fp-KFAycQ,3.0
4728,rKkpHJkJ27xOwnhy_bMkvA,HoKXKkW8oC9q8XnjKLulRw,4.0
4755,rPRy7N3WCD3sVCrF60OOnA,4ugJ4F8jDJ9-2dEiZ47wLg,2.0
4776,rt3PC7WCgCKsoufmQJELfw,PDIh1lVtKlUqPJROXYJQvQ,3.0
4819,s2o_JsABvrZVm_T03qrBUw,HoKXKkW8oC9q8XnjKLulRw,4.0
4874,sa5zd7bwBQzajQB48Y9SUw,M-SS_Kr0zlC7v8kBSRa74g,4.0
4913,tH0uKD-vNwMoEc3Xk3Cbdg,GI-CAiZ_Gg3h21PwrANB4Q,4.0
4972,uByIGcI5EJeKNGyBtCkWBw,E0YuuRpK_4RpaUF7JK3mhg,2.0
4995,uERlyO-ASZag6XXouCrkhg,A5Rkh7UymKm0_Rxm9K2PJw,5.0
5018,vWP8-aQX0rYJszqkWVL7Ew,LNOnYo13ggdoEGD-syYHIA,4.0
5043,vxR_YV0atFxIxfOnF9uHjQ,9xAQPtjOf92wLjMHPWYEpA,4.0
5066,wXZS42D0L8hoCiSh2Krc_A,I6EDDi4-Eq_XlFghcDCUhw,5.0
5096,wgjJscOfwun1jozTFPCRLg,tA5mqEP68qjbTFK9c14D7A,5.0
5116,wnO99pBbGqwqOoTQM25iCw,tQifTiY-vutj8orxcMJKfQ,5.0
5151,wtNopFY2ybprzk4FuEbWJQ,m_CqRpEZ2XDH3fp-KFAycQ,3.0
5184,xLoEhU6zvFzcc0erH7gfyg,A5Rkh7UymKm0_Rxm9K2PJw,4.0
5209,xNKjIktegMyHVSXFznJTRg,bjSC_jbrypke0l-bXXBmwQ,5.0
5238,xRpAEg0M0azAPuKVg7WtgA,-INdswGdyRyy72xXHalNbg,3.0
5258,xhhE0txKwQtRzgQVVdKkvg,LNOnYo13ggdoEGD-syYHIA,5.0
5298,y3FcL4bLy0eLlkb0SDPnBQ,YavRvjbLsvh4DYDJPAfJIA,4.0
5340,y5YNzZwQuYxgE-jSDcZLxA,I-5qHCVwT7k_KH67-YOx3A,3.0
5367,y5rqDe6uO06WKZ26-Pla8g,vx4YAA02Qz6khRD1fZ1MFA,4.0
5393,yEmeRQb4WH6NN0IAaTX_lw,hRQS8y-uG2kc8miWVYiLuQ,4.0
5416,ywEB0MB_2U11NIGPs35pew,JPWg9acsCv_om9UFYGMJbA,4.0
5448,zH6racrZ7rUqqv_Qy6dZDQ,FhIeCF6QrsLaRvAeu0oEPQ,5.0
5475,zgV0ZroIF956gw4cul8MHA,DC3Uyai-vCCUgMmMvLESlw,5.0
123,0nqshyLgABOSyTfJUTthjQ,--9e1ONYQuAa-CB_Rrw7Tw,5.0
108,0hZfE2He1YssM_wEvKhfcA,-1m9o3vGRA8IBPNvNqKLmA,5.0
2189,PFENoZUD77aioJGrnllIKA,-1uVyyy3UXNA9WoPucNniA,3.0
35,-xDW3gYiYaoeVASXywTPgw,-8ZiMXZReeTD3kwEvS0Lww,4.0
1370,G2ToQ5eT91v2hkIT7I4X7g,-Qkx7W0itbAApcG5lJuMFQ,4.0
527,8DEyKVyplnOcSKx39vatbg,-Ylpy3VyRWwubf9dysuwjQ,4.0
2313,PomQayG1WhMxeSl1zohAUA,-sjCxkxv6xU5rEVLFybAuA,4.0
262,3nIuSCZk5f_2WWYMLN7h3w,-wCtRhzWJ40Z4F8mmg7kWg,4.0
538,8DEyKVyplnOcSKx39vatbg,005XmZKuJZuNbl5tGXc5SA,2.0
318,48vRThjhuhiSQINQ2KV8Sw,0EpnzIpeFvhISkxMTIv9WA,5.0
58,0BoO48jZw2kjJjwgwIjbLw,0Hcks5q-DgJbDlmEWolx4A,5.0
635,8Ox2EA8A7FVSzVEM3TRn7Q,0YG_kM5caZhtwd6nbnei6A,5.0
189,1dWLN4Mr4hKhu8MQUCKqXQ,0i9S0BejjRv0ZDwdO9XymA,4.0
60,0BoO48jZw2kjJjwgwIjbLw,0qPNeqLuKE88rKbIbSZDpg,2.0
394,6YmRpoIuiq8I19Q8dHKTHw,0s1DqJlSSgR1Ftg9Q_HEOg,3.0
271,3nIuSCZk5f_2WWYMLN7h3w,0wW9PasC8pw8SY7rlY3ZKw,5.0
2177,PFENoZUD77aioJGrnllIKA,1MrSwj8i2VEBHdp3IsWCpQ,4.0
230,3nDUQBjKyVor5wV0reJChg,1iAUZ1PB6GD3gcCPTq7WdQ,4.0
69,0BoO48jZw2kjJjwgwIjbLw,25wTaO0_Rk-GLb4k2uMs0Q,5.0
685,8QKrhvVqhEkD8xo4E4s0GQ,296PZdxSrtH08EUwCsOKMw,5.0
481,82GOQIPlSzLvRphl9MzRhw,2QznyHGF0PuiYkrl5RU66A,5.0
19,-50XWnmQGqBgEI-9ANvLlg,2iTsRqUsPGRH1li1WVRvKQ,5.0
3436,bLbSNkLggFnqwNNzzq-Ijw,3281FKql3HVOzSVxymjJRg,4.0
215,3nDUQBjKyVor5wV0reJChg,3GfdCuI0YCc5U3rLLLPHUw,3.0
77,0hZfE2He1YssM_wEvKhfcA,3Nx9NCzMTXC6jFgdk2mDGg,3.0
86,0hZfE2He1YssM_wEvKhfcA,3TRgD3KLVis61eGvMZrykA,4.0
153,1O638BDK_fWuxgTVJwff-A,3XE-poXz9CeDao-Q7pqkTw,4.0
2656,U4INQZOPSUaj8hMjLlZ3KA,3aKRYHFXMjKiaSAsVH4qiw,3.0
1591,Jbd1x8jj3EgOkQMZ3RImKw,3sPSc8NBvrkXi7scpRYDLg,3.0
378,6YmRpoIuiq8I19Q8dHKTHw,41Kbugm-qmIQTt7unkALYQ,3.0
3383,bLbSNkLggFnqwNNzzq-Ijw,42yLya7lhe7TQGz3KEdKAw,2.0
40,-xDW3gYiYaoeVASXywTPgw,44kd3YdkhXj5XiSPs5XNjQ,3.0
2322,PomQayG1WhMxeSl1zohAUA,4VLfpv1q_aoMv8DGwa97YQ,5.0
246,3nIuSCZk5f_2WWYMLN7h3w,4n-dVQjgPPSg_xxuLB_QLQ,3.0
765,8dxkcmAXY4ttrVFD1GhbdQ,4yJVSK-Q5UkED6RjORRssA,3.0
5497,zgV0ZroIF956gw4cul8MHA,543oG7-33C1_hB6vRJGCdw,5.0
812,9PODl32fViCXhN4NxBdGPQ,57HulgI0Ju8Xj5cpxnmu1g,3.0
122,0nqshyLgABOSyTfJUTthjQ,5Dccw539NNtnyCgTu5ed5A,3.0
15,-50XWnmQGqBgEI-9ANvLlg,5QNXZcclknB2PkfeN7FJWQ,4.0
1694,Kp5KHBSmV-Htc9NeSjJfPA,5WOE18ldtQ1U0MK5fN2HGQ,3.0
31,-xDW3gYiYaoeVASXywTPgw,6Vyp-9i1jzwK_bvisuPJpQ,5.0
3526,cafRiSVWRXlxDEK2YNrJ6g,6iVt3tCeVaqY1GRu6vqEQQ,2.0
160,1O638BDK_fWuxgTVJwff-A,78hGCrQ6wLA2yh8zMywnmw,3.0
51,-xDW3gYiYaoeVASXywTPgw,7UFDAX4wLi6ux5otguYldA,4.0
2986,YMgZqBUAddmFErxLtCfK_w,82-wE5pkxyBKhfxyyZap_A,3.0
44,-xDW3gYiYaoeVASXywTPgw,8FUzCm4Q13MJMX7N6ftmQw,4.0
3611,eZZyuJDouIg4p-GYB3PV_A,8_mXYs-ZOqDGS7ifAjaocA,4.0
3905,hLdd68fn1VP1s7BAZElNhQ,8sFRqawo8bDDWiaC9wkA5g,3.0
222,3nDUQBjKyVor5wV0reJChg,9P23-V64kYz3trn9ecaJJA,5.0
791,9GyTNxzAN8UxpPPSTfei-A,9UVkAmyodpaSBm49DBKFNw,5.0
199,3nDUQBjKyVor5wV0reJChg,9XelmxS5q9tv7uClvjGqMg,4.0
1812,LDu8Kn3k1CZHY5sEq3bLPQ,9_OPjioLbD9Q_zAeHfv6kw,4.0
32,-xDW3gYiYaoeVASXywTPgw,9apCvu75wELDFia_usTjlg,4.0
71,0BoO48jZw2kjJjwgwIjbLw,9cw870n3gsGikVoOT5YOYg,4.0
3289,alr2xk5KBJXHd6zVuEqdDg,9f68hfHK6gNyHWmt9guiJw,3.0
354,5wT0vDycEzgq95yVCZ60Aw,9i-yWC0t6NzcDmT1NMKilw,2.0
119,0nqshyLgABOSyTfJUTthjQ,AJq3UhhYk3yFv57c-1ML5A,5.0
744,8dxkcmAXY4ttrVFD1GhbdQ,ASxoWbHKUWBZLh2rWysLcw,4.0
729,8drMKNHWavs2g6uf0pLtvg,AT_xDv2Lm5K7VtER1fp-SA,4.0
931,BI4jBJVto2tEQ0NiaR0rNQ,AUOlDSQ8R2wIkN4lQ4kVDg,4.0
103,0hZfE2He1YssM_wEvKhfcA,Aaywarn83SRxwXOYyXcJuw,3.0
348,5wT0vDycEzgq95yVCZ60Aw,AktuBx1W7c3ZdzwuaOp8xg,2.0
266,3nIuSCZk5f_2WWYMLN7h3w,BQqwIYQuo2W94smjrBjy5g,3.0
906,B1829_hxXSEpDPEDJtYeIw,BbOx9i_kDJBnE9K2hyqBTg,3.0
1438,HJj82f-csBI7jjgenwqhvw,BndplCo6DSSIUSP5wOEF0w,4.0
328,53bZ_EsXH71L7iFs5MP9_w,ByF6BhEWd8if3hiNM-BU9w,3.0
939,BI4jBJVto2tEQ0NiaR0rNQ,CBb7z-MTbkzBvsUHBDqxEg,1.0
384,6YmRpoIuiq8I19Q8dHKTHw,COgwFthJpS4We16W5Gf4lw,4.0
268,3nIuSCZk5f_2WWYMLN7h3w,CVKOPzBVOj3_apFUmZ9ZWw,4.0
570,8DEyKVyplnOcSKx39vatbg,Cde8PHRM5c359-dnCUk7KQ,4.0
431,7Oe6ikklTjVBbEFw9emLcA,Cr-ywH3ZjBqCyolXf8BpVA,4.0
22,-50XWnmQGqBgEI-9ANvLlg,CzCAKGjSGt75ZhNqScRagQ,4.0
135,0nqshyLgABOSyTfJUTthjQ,D1BrHyiZON7u_ef-qt4_Uw,3.0
751,8dxkcmAXY4ttrVFD1GhbdQ,DA-ddRqcReCe_DcXKicvsQ,3.0
48,-xDW3gYiYaoeVASXywTPgw,DO5mQxiBOgHEznosjxvJXw,4.0
5380,y5rqDe6uO06WKZ26-Pla8g,Da6_mToH_MY1bWnC3xF0tw,4.0
2258,PKEzKWv_FktMm2mGPjwd0Q,DzshamutZ350laV6Ji9xFQ,4.0
1363,G2ToQ5eT91v2hkIT7I4X7g,E6DmUAHfSRCEakvknot-zA,5.0
2545,TUOj8sUc4eyEe35ZUZN4ZQ,E96XW5-Me9nnBIkpg0nNBA,5.0
325,53bZ_EsXH71L7iFs5MP9_w,EGGdngbmVn-MA7i-6qrprw,4.0
11,-50XWnmQGqBgEI-9ANvLlg,Ec9CBmL3285XkeHaNp-bSQ,4.0
524,86RJ2VAQoUypqdf7ZEpEXg,EhuKnhTKJTm_EZ_QGe7PvQ,2.0
109,0hZfE2He1YssM_wEvKhfcA,F06m2yQSPHIrb1IT7heYeQ,4.0
300,48vRThjhuhiSQINQ2KV8Sw,FCP5hYaTtn6dkpmZ_NTvEw,3.0
811,9PODl32fViCXhN4NxBdGPQ,G4hjhtA_wQ-tSOGpgGlDjw,3.0
1035,CDvhiRiczAq0M5pktyiyog,GIlFumyLyrKu-3xA_xZNQg,3.0
263,3nIuSCZk5f_2WWYMLN7h3w,GSiAgRigPwSvXeR7emLSiw,4.0
