,userId,songId,rating
59568,A19NYYAAGDFFVO,B01CVF4TOE,5.0
1807,A19ONI88D2DYS8,B0085R2F3K,5.0
16271,A19PO092203TKM,B00GPAFP7W,5.0
24787,A19QN22UDO0RBD,B00O1YVRRG,5.0
23239,A19S8EQ420G6S6,B00QUAUZOK,3.0
27117,A19TQVR2QG8DCP,B00M30B4IW,5.0
6102,A19Y67PFN599BP,B0013G8PTS,5.0
55649,A19ZODRC7JV1Q3,B00ZBADZBU,5.0
6873,A1A0S39TF1M3YE,B00AZBRTPI,5.0
29020,A1A4LNNKTGLKLY,B005SUHPVE,5.0
12308,A1AALDWRLSL5KU,B00M04ISF8,5.0
4107,A1ACVVRXKHGNVV,B00ARZ14YE,3.0
24125,A1ADK2SKQOLO02,B00UHT44I8,5.0
2656,A1AFLWMXJDZAQ3,B006R9E41E,3.0
4051,A1AGIP0FLI2VZW,B00BIET7U6,4.0
65870,A1AKC0U6GWYN4R,B003Y34SMG,5.0
25275,A1API4F6PWRI7O,B00EHABKJY,3.0
7124,A1ARN3DZIO0R2S,B0069RQMWS,5.0
9861,A1AX3TSWAA29QB,B00J2D5I9E,4.0
41747,A1AXFMIOSQOU7H,B00YWA3YYI,5.0
34230,A1AXS1RSUYR93J,B015X90UJS,5.0
12763,A1AXTD50MZEUZQ,B00AVFE7IK,4.0
1952,A1B2T9CD4E2OB5,B006GLRAFA,4.0
2231,A1B8EJQU73YGL9,B003RLJVYK,4.0
1757,A1BC62X6HZJGZR,B004DHV84S,5.0
22342,A1BCJ01PEU74ME,B00FC1JCBK,5.0
26192,A1BDMCM1P0WOJW,B00BFIFIPS,3.0
35224,A1BDNTBJ0JWXSL,B012Y59YNW,2.0
4887,A1BIDCLVLMJXD1,B00BJS9EFY,4.0
15655,A1BIVOEHWU970D,B00L9Z5GZE,5.0
2104,A1BJHAT2OXY1T9,B00506XLTG,5.0
18126,A1BK1PXZKFD3O3,B003RQBKLC,5.0
4098,A1BN1MOYQOK5UA,B004I53CQ2,5.0
47787,A1BO3NH4KKASUT,B00MAWQVZY,5.0
847,A1BOSVVNXI2L75,B004USY8HY,3.0
54510,A1BRL9G6DLTL8W,B018TJLRAU,5.0
6715,A1BSO4BDPPFYXU,B0094AHQ6S,3.0
12838,A1BV21IV54K0LP,B00JN52UN8,5.0
3660,A1C42UOB76F4LU,B0052BWTD8,4.0
39851,A1C6S7WSD54F4L,B00HNZ6OFU,5.0
4262,A1C87EYUMLD1MC,B00AGABISW,5.0
42264,A1CFX7RQFBF9PB,B01AAYSGG0,5.0
3448,A1CK5O569H9GDD,B006UBTQTE,5.0
28594,A1CKNNV7JYA827,B00I4BX6GW,5.0
8876,A1CLQWMU7US51I,B00YCB2HEU,5.0
8520,A1CLYC5TACQQQP,B002BSO4ZG,5.0
14097,A1CNG8O197U52R,B00LCAVWBI,5.0
15,A1CPRP3VFJRS1R,B0006852GS,3.0
13215,A1CXJMK1663KOV,B00G9AT7LI,5.0
20776,A1D13ZNS71Z23O,B00NPX42JE,5.0
10894,A1D4RHE9LBL5H,B00LJPB1MG,5.0
2699,A1D6L88MU8KM9U,B005ND6CDS,1.0
30085,A1D7P4FDK8BOS0,B009ZC90P0,5.0
970,A1D7XW6L87CXPQ,B004DCATIE,4.0
326,A1DG75OT3Y49EM,B001EO9XAE,5.0
6277,A1DJ13RNULB38L,B009GY80RQ,2.0
1031,A1DJ9ZJH1RKQIE,B004DCATIE,5.0
10395,A1DLMTK7ZYCDKM,B00EQ9DDR8,5.0
6943,A1DMPKJZILK4OQ,B00DZYAAOO,4.0
7924,A1DNIL1R0GRXEY,B00D7MOHDO,5.0
8955,A1DO66Z10CVI42,B00GH056V0,5.0
1870,A1E0QRXKP9DKIF,B006TO5DR6,5.0
37499,A1E1K1B2DHAM1E,B00PH817XO,3.0
7217,A1E2LUPIE16MN6,B00FE0Z2YA,5.0
266,A1E55W6ES0FY17,B001EJOHZU,4.0
1669,A1E9J3OWYIVEL3,B006L6OVAC,5.0
10961,A1EA2KTEDW3370,B00J9ZGNKI,5.0
13354,A1EBXQJZ1U3ZZD,B00GNJHRNU,5.0
16672,A1EGA71FU6XB6W,B00ESYNN80,2.0
232,A1EH2S92FHWZRP,B001PR21A4,4.0
11327,A1EHV0Y6ZV645S,B00APTSLDO,5.0
5032,A1EOTB1WHLSW6G,B009S16LWS,4.0
1586,A1EU2I0LTRWN2A,B0089CH5XG,5.0
852,A1EV8SSPUSUI66,B0055Q5F2M,5.0
425,A1EVV74UQYVKRY,B002JTWRN8,5.0
29942,A1EWA5ZKZMA93U,B00IZZSZYA,5.0
759,A1EXGL6L0QQ0M5,B004ULOZRY,4.0
63,A1F1A0QQP2XVH5,B000IIFRUW,3.0
5755,A1F4851TVKLHDC,B00CHV2U6W,5.0
44812,A1F5GPR86IPPWQ,B01AN3UFCG,5.0
15332,A1F6VYVD2T23T9,B00I3UWD7C,5.0
347,A1F7YU6O5RU432,B00RHMFPCW,5.0
14,A1F9Z42CFF9IAY,B00063DKVC,4.0
18069,A1FC8IFXWR7CYU,B00KAIFJVC,1.0
5826,A1FCQCXMZL2WXG,B005H3I3AO,5.0
8491,A1FD50DICTYSNZ,B00D3TJI6M,4.0
1061,A1FD8C6K2WD20,B004AJ5LG0,5.0
302,A1FDSZISWIXH1A,B000QJ4Y5W,4.0
14749,A1FE534GXSGH14,B00GRAUWAA,5.0
242,A1FFSV23DWAAYI,B001AVXON8,1.0
2184,A1FIZT8SAYQG5B,B00N79WMQ6,5.0
44420,A1FL151ER57VW3,B01C295RBI,5.0
7132,A1FPZICZLVVNMK,B00ANY2CAE,3.0
11207,A1FRIBXUEIRNQ3,B0055P9K38,5.0
8983,A1FRWQGVOEC9N8,B00IL7BGA2,4.0
42238,A1FUJRK1RAELZB,B0191GGFY8,4.0
9208,A1FW7OHI4ITVC0,B00DH204KY,5.0
2511,A1FXA2L044GI8C,B006GQWTZQ,5.0
1502,A1FY88IR8I2EI8,B0062WDBOW,5.0
12022,A1G5LTFB6ATKTS,B00GAS8FPS,5.0
36239,A1G5NZPROEU18O,B015W8T6SQ,5.0
7491,A1G650TTTHEAL5,B00N4QCWSU,5.0
3483,A1G77PBXH0VIGL,B00AAJM81A,3.0
22344,A1G9EW1EPSZ8R5,B00HUY63NM,4.0
36394,A1G9K487EITY12,B006WJ1QYW,5.0
8208,A1GAH3FHS22X6V,B009GS5ME6,2.0
3790,A1GCAUDV1FQWWQ,B007PYW7AU,2.0
8340,A1GCCGOEMQFE5Q,B00CB8YG8G,2.0
48330,A1GEL2D9C3H9XY,B005ZOCRYS,4.0
963,A1GGC6BOXBVW8Y,B005LGUDKK,5.0
61032,A1GJI2DNBA9MIQ,B00NK6JCAU,1.0
7214,A1GLZSLS2JHS7X,B00H5HX9JA,4.0
5218,A1GM7XEBIZFCE,B008UG08TO,5.0
59,A1GPGBHBI6T2HJ,B000982UY2,5.0
21746,A1GR5SRP9SLDPA,B00466R0V6,5.0
2970,A1GR8I632W7LL9,B008RDTFSA,5.0
2047,A1GXB1MNWP2VT9,B009APCEFK,5.0
12821,A1H0FSNX29M2SJ,B006EEIBWU,5.0
31591,A1H2WJSALF3E9U,B00PFBCY1W,5.0
1663,A1H4IVXNXWWBLV,B0060S3NQ4,4.0
2581,A1H699EWRKDI9K,B006X54UCU,5.0
3903,A1H6T5RY4FXTVV,B00BOWUTD6,1.0
6043,A1HAUOL5ZQYA12,B00E5QBODC,5.0
3697,A1HEXG79AZ9A18,B001UBB9GM,1.0
3005,A1HEXO1SF2YRTT,B0096Q7XFE,5.0
4024,A1HFJ74DRRP925,B00AJVAZPU,3.0
15920,A1HIVLFS0H3QG0,B00NB1DVII,5.0
13372,A1HKAWLLYAPMO7,B00KCTWUIE,4.0
20517,A1HNO0W16JBWUN,B00AAKGFUY,5.0
1482,A1HQHGDXBXIUMT,B005W5WP4M,5.0
64692,A1HR0AR3PRY1KO,B00M8MD2GW,4.0
12371,A1HR96DRC76MB7,B00KB9AWEE,4.0
27900,A1HSCTFHSQA33V,B00V2PB16O,4.0
7828,A1HYMLRXDM9WBM,B00FRMXZBM,5.0
22945,A1I4RD1IY5ANAB,B0097EUVVI,3.0
11411,A1I8OVYZX81JPA,B00EHDY5GG,4.0
2033,A1I9Z5G2KWB3A9,B0053HSZQG,1.0
42232,A1I9ZU994KLBAE,B014XCRE90,4.0
55196,A1IALA648QSOI2,B01BIMNDW0,5.0
5900,A1IB4XCFX7U15D,B00E5Q5BCC,5.0
16500,A1IBIRKI24HDKL,B008YI1BCG,1.0
7788,A1IGCQIBZ7FEU2,B00L1J0OQO,5.0
17272,A1II6NQLO6HED6,B008HPAVZY,5.0
6772,A1IJUCICSBF7LA,B00H3YFNIU,5.0
42529,A1ILF6A0XOQV0G,B00WHEKLVA,5.0
2628,A1ILFU8IRJAC1K,B0009B0IX4,5.0
2809,A1IO6EISARWPJ5,B002YESWOQ,2.0
50132,A1IOE02M7VBGRH,B00V5YMGE8,4.0
659,A1IRF5KMTDG4C1,B004LWZ9MC,5.0
36749,A1IT44O6PCSFHU,B011PS6APO,5.0
60107,A1IV15BVL4HSSL,B01DISLZIG,3.0
2700,A1IW95OQV7A16I,B00A8E7C5O,5.0
37385,A1IZQ2AZ6N70QT,B00ZQAR95I,5.0
219,A1J0OS2XYUKEIE,B001E42QBW,5.0
12679,A1J14LNFQ7O80T,B00KL65WO2,3.0
18699,A1J4P017ZRK5KH,B00KH7V9PG,5.0
441,A1J5HIF41ENSMZ,B003VTZNTA,5.0
1230,A1J75JJ0Q2OEJN,B0058QQCDK,5.0
1911,A1J921FQIJUY13,B00746TQVM,5.0
10150,A1J9G7HNVAH0D7,B0074F5DNS,2.0
14013,A1JALP4KITQV26,B004SK64LC,4.0
1751,A1JBGY35QWJUJO,B004L3A7KU,4.0
50360,A1JCF8IZDJ7II4,B0184QNBM0,3.0
1777,A1JCS4CJH3UWCQ,B006BF03PK,1.0
5467,A1JDRUD4O5M4IV,B005AV7XV8,1.0
40747,A1JLY1GDL0QA3R,B0149T44LS,5.0
7917,A1JOWHG1WX8NH9,B00BSG8KKC,5.0
2227,A1JTTI1KH3DOCY,B0069J1WFI,1.0
10290,A1JTYY6WIPVUXI,B00H2SHOT8,5.0
28606,A1JU04KXBGNKNQ,B0044UHUFA,5.0
2059,A1JU8UJG9AXUBJ,B007F8XICM,5.0
4976,A1JWBA28PPECR0,B00BUHARGE,5.0
6008,A1JX9DRTC4EFG4,B00DU65UEM,5.0
9724,A1JYPDDMS7HYGV,B00EWVAJ40,3.0
197,A1JZFGZEZVWQPY,B001GZO10I,4.0
866,A1K10KUP62QB41,B009SSN6TC,1.0
5608,A1K1ILGALITO80,B00B5KDWG8,3.0
23409,A1K2V8BSC895CD,B00S9AV4VW,4.0
8064,A1K5KHJRKINCP,B00D64PN36,4.0
1774,A1K6AA9Q9XF77P,B006QURCB8,5.0
901,A1K7Z84LAQXJH1,B003SX0P74,4.0
9806,A1K8267HY1NS3,B00GWA48F0,1.0
23543,A1K8311CEQ50UF,B00F3587RA,5.0
1670,A1KCUIY8RTA0RT,B0040HIKRY,2.0
1055,A1KEY0RZ7K6D12,B0061QPOS0,4.0
7656,A1KRF81GTI2KKT,B006HDAC9S,5.0
3186,A1KRQSK9CTHACL,B002ZF13KY,5.0
1490,A1KXS49ZYYVNYQ,B0043GWE1A,2.0
41927,A1L4P21GZH4RYX,B00UZK6NN8,2.0
858,A1LA4K5JF78BER,B004I8WD7S,5.0
14829,A1LACH6MLQWZ,B00NU8RGUG,5.0
3426,A1LB7QQMHR98RN,B0061YRDX6,5.0
28399,A1LBZ8Y8ZT6DZ1,B00NG8SA32,5.0
8755,A1LCG00H7CEZPI,B00CXN0YAS,4.0
5657,A1LCJ0LFLNQNQN,B0079IK8N0,3.0
3556,A1LD5CE23OCJGI,B00BC5D5L8,4.0
1203,A1LFLLLWKSXDES,B005BE0BNQ,1.0
27131,A1LLINZDZVBQVB,B00OUZPN76,4.0
2060,A1LM4PSE0HJQDW,B00MYYPQ3G,5.0
1005,A1LOXH07NEAR9L,B004U3RL0U,5.0
1470,A1LP37SX3W7N7G,B0052QGTUW,5.0
12794,A1LRB582WXOUZU,B005H3IGCY,4.0
457,A1LTCG19G04SWV,B00IF0J3MS,4.0
696,A1LTEJ8TJ84NXS,B004G1L52Q,5.0
17325,A1LXM77IL5RAKD,B00NI6W3T4,5.0
32561,A1LYAOOXZFWB20,B00KB64Q1M,4.0
23320,A1LYHKUACMY06V,B00JH832EM,5.0
16324,A1M0WP72APTK7H,B009YN8998,1.0
17916,A1M8K7D7NHIQ0R,B00FYIB7EG,5.0
5631,A1MAYVX9KBDVDD,B006X387ZS,5.0
4491,A1MF83RMFXN6TF,B00AEE344G,3.0
318,A1MFBS0255Y72P,B000IN048C,3.0
36009,A1MFMJRHR2TFVE,B00TDN0FYQ,5.0
902,A1MFVAHTT2BHM0,B002LZCLH2,5.0
6001,A1MG0GSIFYJ5II,B0091M5AE4,5.0
3595,A1MNKS8OUNVXQM,B005LUBUT4,3.0
28506,A1MO3UU7XWQ90R,B00L7WGW7K,5.0
39888,A1MOJMO90EHX4J,B00HVE1IG8,5.0
1575,A1MQI2J8PVD7BM,B0084FO9FU,5.0
157,A1MRRMHGV3PN5W,B0013KMQNU,4.0
14114,A1MTRJX6JVQZX2,B00GX230EW,5.0
1970,A1MUAG9GYOQQYV,B004XDTXZI,5.0
29859,A1MY5D77UNWLI8,B00CXLEJ74,4.0
13593,A1MZKW6XN5TYEL,B00LASRP9K,5.0
15182,A1N29X7JS6OSNO,B00MV4KF1W,5.0
1466,A1N2TFX9ENAAD,B000EF3D4G,4.0
6992,A1N6I1BU9I7X32,B004WIQW3U,5.0
11348,A1N9EP459FSV7D,B00A70AXZA,5.0
44416,A1NDXNJY0PI76J,B00JN5MGGY,5.0
2940,A1NE8LIHXUJA6P,B0098FKHPQ,2.0
16242,A1NH3VJ8GVVVQA,B006GLDENM,5.0
390,A1NPNT3N0BB6S9,B0013A7KMW,1.0
9396,A1NRDODF7LEPAJ,B00EK5SQPM,4.0
37023,A1NS2M9Z64OA15,B00LZD162W,5.0
49180,A1NTYIWFWFQNZ0,B01CE7GNXO,5.0
4424,A1NU6IMKDNULLW,B00987RQYE,5.0
14599,A1NV1QLICUDJ52,B00HQMNS8G,1.0
37391,A1NV3PMUXXQTFN,B00PNI5R20,5.0
2068,A1O09K4R0YVN3,B002BBJMO6,3.0
1054,A1O1QV4TEAY0BS,B003SX0OZC,4.0
3377,A1O5FKJKTOYIBT,B009M9URB2,5.0
4501,A1O7HTEMY91P0U,B006KTY4U2,5.0
9188,A1O9ERVTKGVW69,B00BUHARGE,5.0
4782,A1OAFXHHRB8BX8,B009IFU5P8,5.0
3952,A1OB2FOEJQCVHG,B0079CIEZA,4.0
45319,A1ODLRZHHJIICT,B008AKKLP6,5.0
1953,A1OESJ9UWF1EKD,B00936X6GW,5.0
1422,A1OGCPMSIVK7G4,B003JZAYZE,3.0
8365,A1OH7BLUNLD45J,B00CO66Y58,5.0
19622,A1ONFC541XQY5B,B00N0YZF62,5.0
5538,A1OOLS3367Y7M4,B00CMJZAOI,5.0
20335,A1OPIE9VAVTGVS,B0188PGDOK,5.0
12765,A1OQHCGIR704EC,B00KKM8J4M,4.0
11487,A1OU7GI4QI0XA5,B00JPIAK7Q,5.0
340,A1OZ7I3DESX9NP,B001HDDMC2,5.0
9228,A1OZZ1VZHN9QRO,B00GLBWPDM,3.0
349,A1P0JSFW184ZXJ,B0014KOB6Y,5.0
2153,A1P30K8Q896XVG,B0048I7F4E,4.0
16641,A1P6E77ZXS55I8,B00LLXHAIA,5.0
11396,A1P74D5X044SJ4,B00C6NUXWE,4.0
43198,A1P96Z79MZMAEQ,B009C6KFE4,3.0
16649,A1P9886MIB7MFY,B009CN1BUE,5.0
17960,A1P9GA4EZS40J7,B00FILBWSA,5.0
7673,A1PARINL2CPD2K,B007C5S3AU,2.0
14495,A1PAWLGVPARGW6,B00HMCHUCU,1.0
4099,A1PBID89L5MGCP,B00AOK46TC,4.0
6894,A1PBO07IVTPS6W,B00CB6X6Y8,5.0
1098,A1PI8VBCXXSGC7,B00NH12EHQ,5.0
5293,A1PLYXT88ARNF2,B00BTJW8CY,5.0
6987,A1PSBR3JRZ9VO0,B00DKXXLNC,4.0
9769,A1PZJXT2IBQNY0,B00EWUNXU8,4.0
1102,A1Q11LLRVH4GAC,B001FVQ4TY,5.0
6802,A1Q295IC9ZFAGR,B005TEMNR0,5.0
1014,A1Q4DJKNW73AIZ,B003UIKXVK,5.0
20412,A1Q4JD8HMCUONG,B00O4ZQIY4,5.0
26147,A1Q7VK2FWVKTJ5,B00DTFNXDY,5.0
234,A1QBOC76MIOJYP,B0073NZCEG,5.0
9111,A1QGKOU8NBCD99,B0072LD4TY,5.0
3508,A1QJ20Z46AFZSE,B009GV7854,5.0
2500,A1QN5JQOZAI5EF,B008BQV93C,3.0
7290,A1QOUFTF5W1G3H,B00CJ0V3S2,5.0
2558,A1QPSY6D9YS0SQ,B008EOQ7GK,4.0
45102,A1QSJ8GMGSRK9Q,B01CO7ROIM,5.0
925,A1QYE76M7E4ZK4,B003SX0OZC,5.0
4416,A1QZJJXKXF6CWC,B00BCK2G40,5.0
4589,A1R5IIPU8FBDUD,B008MBP6O4,3.0
3857,A1R6RKKE44AYA8,B00A8XD8XU,5.0
40524,A1R7CVSWF7UVCC,B00L4KYKDS,1.0
3655,A1R8R7XKJJ3Q3T,B00BSHOLUE,5.0
12161,A1RBGNDI62AVP5,B00KMBM9T2,4.0
85,A1RL1OTV8IJMVD,B000NK7ELU,3.0
19431,A1RNF73Y9SQE3V,B00NUD71VK,4.0
12020,A1RNVKFD1PF1QF,B00FZ9AT4S,5.0
11769,A1RPPTZ313OHVD,B00HXIYFNU,5.0
46513,A1RSC23N94866E,B01D0LC1PW,4.0
6613,A1RTVWTWZSIC94,B005LFXBJG,5.0
1325,A1RVTF261ZMY4M,B0069X1XMG,5.0
35528,A1RW5E3WXXCELL,B016HUVJGA,5.0
5262,A1RYL598X3XTX8,B00BR3O4CE,5.0
16859,A1S19C6QY068LA,B00BHM8WOG,5.0
517,A1S27P7KJO9I96,B003ZZFQOC,4.0
26578,A1S2VEA3E4VB2X,B00Q6HBC12,4.0
